image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Orange__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 11.19.08 PM.png,Orange__Rotten,heavy,468,414,222.17,383.16,129.87,0.0251,1,0.8317,537.76,0.6766,1,0.9996,1227.49,0.3062,1,0.9999,581.89,0.5099,fast
data\test\Mango__Rotten\rottenMango (574).jpg,Mango__Rotten,light,224,224,4.87,139.74,129.84,0.0354,1,0.9944,32.36,0.8452,1,1.0,114.04,0.6778,1,0.9993,135.37,0.659,fast
data\test\Mango__Rotten\433.jpg,Mango__Rotten,burst,224,224,9.64,324.4,101.17,0.0592,1,0.8968,1432.11,0.3781,1,1.0,1479.54,0.2221,1,1.0,1133.03,0.326,fast
data\test\Cucumber__Rotten\rottenCucumber (301).jpg,Cucumber__Rotten,burst,275,183,6.3,520.21,221.65,0.0732,0,0.8262,798.33,-0.4104,1,0.7396,61.31,0.6954,1,0.8747,2261.12,0.0041,balanced
data\test\Mango__Rotten\783.jpg,Mango__Rotten,light,224,224,6.44,110.43,99.28,0.0304,1,0.9911,55.62,0.8375,1,1.0,30.67,0.7056,1,1.0,112.41,0.6666,fast
data\test\Carrot__Rotten\rottenCarrot (516).jpg,Carrot__Rotten,heavy,287,175,4.67,242.57,232.01,0.0319,1,0.7926,632.92,0.6448,1,1.0,1151.96,0.3314,1,0.9999,1346.76,0.2547,fast
data\test\Mango__Healthy\285.jpg,Mango__Healthy,heavy,224,224,3.27,78.75,143.34,0.0109,1,0.9256,595.83,0.6572,1,1.0,2887.92,0.0159,1,1.0,797.29,0.438,fast
data\test\Mango__Rotten\alternaria_140.jpg,Mango__Rotten,heavy,224,224,5.55,227.2,114.5,0.0352,1,0.8491,506.33,0.687,1,1.0,1158.19,0.3293,1,0.9996,1112.0,0.333,fast
data\test\Mango__Healthy\838.jpg,Mango__Healthy,burst,224,224,5.28,28.65,105.14,0.007,1,0.8512,1093.31,0.4911,1,1.0,1578.79,0.189,1,1.0,2492.06,0.0041,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.02.31 PM.png,Apple__Healthy,burst,388,408,179.86,35.45,177.48,0.0123,1,0.9853,1180.41,0.4621,1,0.9999,1757.9,0.1292,1,0.9997,1215.87,0.2984,fast
data\test\Banana__Rotten\vertical_flip_Screen Shot 2018-06-12 at 8.55.47 PM.png,Banana__Rotten,burst,516,388,151.85,89.49,187.85,0.0261,1,0.8999,999.18,0.5226,1,1.0,2017.62,0.0425,1,0.9999,1702.69,0.1359,fast
data\test\Banana__Healthy\rotated_by_15_Screen Shot 2018-06-12 at 9.39.33 PM.png,Banana__Healthy,heavy,632,430,188.36,282.91,189.7,0.0128,1,0.9867,580.91,0.6622,1,1.0,340.37,0.6023,1,1.0,455.48,0.5521,fast
data\test\Banana__Healthy\rotated_by_15_Screen Shot 2018-06-12 at 9.43.53 PM.png,Banana__Healthy,heavy,686,410,119.48,283.35,198.13,0.0075,1,0.755,562.4,0.6683,1,1.0,1138.32,0.336,1,1.0,1076.69,0.3448,fast
data\test\Mango__Healthy\53.jpg,Mango__Healthy,heavy,224,224,4.99,256.34,100.14,0.0271,1,0.7181,658.49,0.6363,1,1.0,1209.8,0.3121,1,0.9999,581.89,0.5099,fast
data\test\Cucumber__Rotten\rottenCucumber (148).jpg,Cucumber__Rotten,light,100,100,4.57,3226.59,176.41,0.0995,1,0.9972,20.77,0.8491,1,1.0,174.94,0.6575,1,1.0,143.98,0.6561,fast
data\test\Tomato__Rotten\rottenTomato (365).jpg,Tomato__Rotten,heavy,224,224,3.35,38.87,139.08,0.0132,0,0.5248,567.15,-0.3333,1,1.0,1202.57,0.3145,1,0.9989,1922.68,0.0625,balanced
data\test\Tomato__Healthy\freshTomato (207).jpg,Tomato__Healthy,light,224,224,4.99,207.52,119.73,0.0244,0,0.5675,15.54,-0.1492,1,0.9999,94.0,0.6845,1,1.0,32.51,0.6933,heavy
data\test\Apple__Rotten\vertical_flip_Screen Shot 2018-06-07 at 2.41.07 PM.png,Apple__Rotten,light,444,368,140.68,8.9,175.71,0.0066,1,0.7633,27.11,0.847,1,0.9999,201.97,0.6485,1,0.9999,126.03,0.6621,fast
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-13 at 12.13.24 AM.png,Orange__Healthy,burst,384,364,141.55,28.5,185.09,0.0125,1,0.9893,347.91,0.7399,1,0.9999,893.51,0.4177,1,0.9999,3140.49,0.0041,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.12.04 AM.png,Orange__Healthy,heavy,380,358,133.18,359.16,162.63,0.0183,1,0.9678,634.51,0.6443,1,1.0,1118.02,0.3427,1,0.9984,1368.8,0.2473,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-08 at 2.30.26 PM.png,Apple__Rotten,light,444,366,145.94,454.64,150.72,0.0155,1,0.7502,103.86,0.8214,1,0.9804,88.31,0.6864,1,0.9861,123.06,0.6631,fast
data\test\Apple__Rotten\rotated_by_45_Screen Shot 2018-06-08 at 2.44.54 PM.png,Apple__Rotten,burst,406,350,157.33,541.28,134.0,0.0315,1,0.9709,392.02,0.7252,1,1.0,924.16,0.4074,1,1.0,2490.04,0.0041,fast
data\test\Bellpepper__Healthy\freshPepper (4).png,Bellpepper__Healthy,light,872,389,495.35,385.63,160.52,0.0501,1,0.9337,117.7,0.8167,1,0.8093,46.36,0.7004,1,0.8383,179.14,0.6443,fast
data\test\Apple__Rotten\rotated_by_30_Screen Shot 2018-06-07 at 3.05.58 PM.png,Apple__Rotten,light,446,392,185.22,441.07,140.34,0.0135,1,0.9571,80.42,0.8292,1,1.0,175.44,0.6573,1,1.0,213.9,0.6327,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.06.33 PM.png,Apple__Healthy,light,212,152,26.29,923.79,180.55,0.0194,1,0.9777,83.46,0.8282,1,0.9999,40.38,0.7024,1,0.9998,156.97,0.6517,fast
data\test\Strawberry__Healthy\184.jpg,Strawberry__Healthy,burst,224,224,7.69,317.47,107.13,0.0257,1,0.9405,1015.05,0.5173,1,1.0,2088.43,0.0189,1,0.9999,2145.33,0.0041,fast
data\test\Tomato__Healthy\freshTomato (236).png,Tomato__Healthy,light,320,258,85.44,380.47,132.3,0.0533,1,0.9909,14.14,0.8513,1,0.9999,148.94,0.6662,1,0.9989,46.96,0.6885,fast
data\test\Carrot__Healthy\freshCarrot (586).jpg,Carrot__Healthy,heavy,224,224,12.23,115.77,94.06,0.0453,1,0.8257,586.9,0.6602,1,0.9999,1065.28,0.3603,1,0.9994,1040.37,0.3569,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 9.13.48 PM.png,Banana__Rotten,heavy,720,326,376.72,269.88,126.52,0.0768,1,0.9371,683.81,0.6278,1,0.9924,404.89,0.5807,1,0.9999,1112.74,0.3328,fast
data\test\Cucumber__Healthy\freshCucumber (392).jpg,Cucumber__Healthy,heavy,224,224,16.36,654.0,105.65,0.106,1,0.9735,624.21,0.6477,1,0.9996,1320.28,0.2752,1,0.9807,1017.76,0.3645,fast
data\test\Orange__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.43.31 PM.png,Orange__Rotten,heavy,324,318,111.62,513.52,162.78,0.0133,1,0.9997,797.02,0.59,1,1.0,1185.78,0.3201,1,1.0,923.42,0.396,fast
data\test\Strawberry__Healthy\829.jpg,Strawberry__Healthy,burst,224,224,5.99,102.04,123.16,0.0192,1,0.6954,1457.12,0.3697,1,1.0,1598.24,0.1825,1,0.9999,2652.06,0.0041,fast
data\test\Strawberry__Healthy\36.jpg,Strawberry__Healthy,light,224,224,6.95,268.43,75.72,0.0288,1,0.9858,72.34,0.8319,1,0.9975,62.34,0.6951,1,1.0,129.06,0.6611,fast
data\test\Banana__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 9.11.00 PM.png,Banana__Rotten,light,766,494,153.37,210.45,130.64,0.0072,1,0.9984,107.6,0.8201,1,1.0,62.28,0.6951,1,1.0,16.81,0.6985,fast
data\test\Jujube__Healthy\FreshJujube (198).jpg,Jujube__Healthy,light,2984,2673,988.55,18.18,139.42,0.0003,1,0.8388,23.24,0.8483,1,1.0,154.97,0.6641,1,0.9998,32.42,0.6933,fast
data\test\Jujube__Healthy\FreshJujube (41).jpg,Jujube__Healthy,heavy,3328,2620,1150.04,34.91,164.6,0.0003,1,0.8872,442.09,0.7085,1,0.9991,1194.97,0.3171,1,0.9791,1219.15,0.2973,fast
data\test\Mango__Rotten\rottenMango (577).jpg,Mango__Rotten,heavy,224,224,4.63,97.13,128.14,0.0282,1,0.9912,621.87,0.6485,1,1.0,1184.77,0.3205,1,0.9999,1004.42,0.3689,fast
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 11.52.03 PM.png,Orange__Healthy,heavy,400,374,166.81,506.47,152.14,0.023,1,0.9864,924.66,0.5474,1,1.0,1198.55,0.3159,1,1.0,1058.38,0.3509,fast
data\test\Strawberry__Rotten\rottenStrawberry (375).jpg,Strawberry__Rotten,light,265,190,7.16,1921.7,212.39,0.1087,1,0.8232,63.49,0.8348,1,0.9944,139.81,0.6692,1,0.9982,86.76,0.6752,fast
data\test\Mango__Rotten\136.jpg,Mango__Rotten,light,224,224,4.58,402.03,130.67,0.0359,1,0.9953,82.53,0.8285,1,1.0,163.53,0.6613,1,1.0,173.78,0.6461,fast
data\test\Apple__Healthy\freshApple (764).png,Apple__Healthy,light,320,258,105.14,2721.49,98.03,0.0666,0,0.4132,281.47,-0.2379,1,1.0,36.97,0.7035,1,0.9989,122.24,0.6633,balanced
data\test\Apple__Rotten\rottenApple (223).jpg,Apple__Rotten,light,398,346,119.47,2942.05,219.67,0.0385,1,0.8761,66.68,0.8338,1,0.9997,102.1,0.6818,1,0.9707,70.93,0.6805,fast
data\test\Cucumber__Healthy\freshCucumber (436).jpg,Cucumber__Healthy,light,224,224,52.61,261.42,87.09,0.1382,0,0.3036,58.21,-0.1634,1,0.9999,76.55,0.6903,1,0.9923,78.31,0.678,balanced
data\test\Potato__Healthy\freshPotato (457).jpg,Potato__Healthy,light,224,224,38.03,153.45,131.97,0.0246,1,0.857,30.92,0.8457,1,0.9642,43.38,0.7014,1,0.997,67.8,0.6815,fast
data\test\Strawberry__Healthy\721.jpg,Strawberry__Healthy,burst,224,224,8.73,291.29,108.88,0.0576,1,0.963,1254.06,0.4375,1,1.0,991.19,0.3851,1,1.0,1120.26,0.3303,fast
data\test\Apple__Healthy\rotated_by_75_Screen Shot 2018-06-08 at 5.01.22 PM.png,Apple__Healthy,light,448,426,206.36,356.48,152.77,0.0189,1,0.9282,18.91,0.8497,1,0.9996,130.07,0.6725,1,0.9997,158.12,0.6514,fast
data\test\Strawberry__Rotten\609.jpg,Strawberry__Rotten,heavy,224,224,10.78,571.82,115.86,0.1378,1,0.9904,607.81,0.6532,1,1.0,1184.26,0.3206,1,1.0,847.21,0.4214,fast
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-13 at 12.08.32 AM.png,Orange__Healthy,light,356,270,93.09,325.81,139.91,0.0209,1,0.9918,33.61,0.8448,1,0.9999,124.47,0.6743,1,1.0,205.06,0.6357,fast
data\test\Strawberry__Healthy\886.jpg,Strawberry__Healthy,burst,224,224,5.91,68.06,121.01,0.0189,1,0.8281,1334.57,0.4106,1,1.0,1394.73,0.2504,1,1.0,2447.17,0.0041,fast
data\test\Mango__Rotten\829.jpg,Mango__Rotten,light,224,224,6.24,86.98,93.34,0.0279,1,0.9971,49.83,0.8394,1,1.0,148.23,0.6664,1,0.9998,109.58,0.6676,fast
data\test\Cucumber__Healthy\freshCucumber (169).jpg,Cucumber__Healthy,light,4032,3024,1309.28,31.03,150.57,0.0011,1,0.9507,116.07,0.8173,1,0.9999,138.3,0.6697,1,0.9996,55.93,0.6855,fast
data\test\Cucumber__Rotten\rottenCucumber (131).jpg,Cucumber__Rotten,burst,100,100,4.97,4174.31,171.21,0.1011,1,0.998,1252.88,0.4379,1,1.0,1726.76,0.1396,1,1.0,2447.17,0.0041,fast
data\test\Apple__Healthy\rotated_by_15_Screen Shot 2018-06-08 at 5.22.20 PM.png,Apple__Healthy,light,208,164,38.73,656.43,165.41,0.02,1,0.9573,18.79,0.8498,1,1.0,85.41,0.6874,1,0.9999,63.2,0.683,fast
data\test\Apple__Rotten\rottenApple (146).jpg,Apple__Rotten,heavy,4160,3120,2073.6,78.26,191.69,0.0011,0,0.4365,628.61,-0.3538,1,0.9992,1254.46,0.2972,1,0.989,837.15,0.4247,heavy
data\test\Banana__Rotten\rottenBanana (371).jpg,Banana__Rotten,heavy,224,224,5.6,76.63,85.1,0.0212,1,0.9761,644.22,0.641,1,0.9999,1132.31,0.338,1,1.0,1239.57,0.2904,fast
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.43.29 PM.png,Apple__Rotten,heavy,332,304,144.22,32.16,93.18,0.0151,0,0.5342,581.94,-0.3382,1,0.9998,1148.88,0.3324,1,0.9971,1267.9,0.281,balanced
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.21.05 PM.png,Banana__Rotten,light,262,376,101.12,407.49,118.45,0.025,1,0.651,77.95,0.83,1,0.9996,77.77,0.6899,1,0.9987,43.84,0.6895,fast
data\test\Carrot__Healthy\freshCarrot (391).jpg,Carrot__Healthy,light,100,100,1.76,304.48,242.08,0.0554,1,0.3574,28.68,0.8465,1,0.9993,24.45,0.7077,1,0.5779,95.24,0.6723,fast
data\test\Strawberry__Rotten\22.jpg,Strawberry__Rotten,light,224,224,5.49,149.59,131.91,0.037,1,0.6834,58.22,0.8366,1,1.0,90.89,0.6855,1,0.9999,59.92,0.6841,fast
data\test\Mango__Healthy\404.jpg,Mango__Healthy,light,224,224,3.01,47.81,140.89,0.0105,1,0.8883,281.47,0.7621,1,1.0,46.36,0.7004,1,0.9997,184.89,0.6424,fast
data\test\Strawberry__Rotten\129.jpg,Strawberry__Rotten,light,224,224,3.82,81.5,129.82,0.0164,1,0.976,21.88,0.8487,1,1.0,35.49,0.704,1,1.0,133.8,0.6595,fast
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.45.50 PM.png,Apple__Rotten,light,280,220,114.25,157.68,161.49,0.059,1,0.6045,18.28,0.8499,1,0.9998,58.42,0.6964,1,1.0,86.06,0.6754,fast
data\test\Mango__Rotten\lasio_100.jpg,Mango__Rotten,light,224,224,8.96,619.96,101.48,0.0494,1,0.6533,58.49,0.8365,1,1.0,26.71,0.707,1,1.0,138.73,0.6578,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.38.47 PM.png,Apple__Rotten,heavy,390,366,121.84,390.12,183.35,0.0188,1,0.8218,709.82,0.6191,1,1.0,1162.29,0.328,1,1.0,1033.73,0.3591,fast
data\test\Strawberry__Rotten\rottenStrawberry (62).jpg,Strawberry__Rotten,heavy,3075,2932,1214.73,49.11,174.18,0.0062,1,0.9029,683.65,0.6279,1,1.0,1138.72,0.3358,1,1.0,1098.59,0.3375,fast
data\test\Guava__Rotten\RottenGuava (107).jpg,Guava__Rotten,light,2141,1985,807.14,310.29,130.18,0.0375,1,0.7767,48.71,0.8398,1,1.0,53.3,0.6981,1,0.9998,116.89,0.6651,fast
data\test\Orange__Rotten\rottenOrange (531).jpg,Orange__Rotten,heavy,224,224,5.61,118.54,71.95,0.0106,1,0.8485,505.34,0.6874,1,0.9999,1183.95,0.3207,1,1.0,1219.15,0.2973,fast
data\test\Grape__Rotten\RottenGrape (123).jpg,Grape__Rotten,burst,495,692,63.8,44.36,140.71,0.0099,1,0.755,1430.53,0.3786,1,1.0,1610.69,0.1783,1,1.0,1771.28,0.113,fast
data\test\Potato__Healthy\freshPotato (381).jpg,Potato__Healthy,light,100,100,4.16,1451.77,188.44,0.0403,1,0.947,32.58,0.8451,1,1.0,74.21,0.6911,1,0.9998,71.96,0.6801,fast
data\test\Mango__Rotten\aspergillus_011.jpg,Mango__Rotten,light,224,224,6.92,160.67,136.97,0.0098,1,0.6634,97.83,0.8234,1,0.9993,176.65,0.6569,1,0.9999,77.96,0.6781,fast
data\test\Apple__Rotten\rottenApple (499).jpg,Apple__Rotten,light,100,100,7.01,2432.88,120.25,0.1862,0,0.5196,21.97,-0.1513,1,0.7933,166.69,0.6602,1,0.8304,48.69,0.6879,heavy
data\test\Apple__Rotten\rottenApple (99).jpg,Apple__Rotten,heavy,2990,2613,628.86,10.92,180.15,0.0005,1,0.5361,726.55,0.6135,1,0.9994,1085.53,0.3536,1,0.9972,1099.62,0.3372,fast
data\test\Apple__Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.46.52 PM.png,Apple__Rotten,burst,440,394,178.34,480.15,147.94,0.0208,1,0.9816,1254.58,0.4373,1,1.0,2087.41,0.0192,1,1.0,1702.16,0.1361,fast
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-13 at 12.03.34 AM.png,Orange__Healthy,light,346,284,82.81,495.39,147.04,0.0176,1,0.985,18.66,0.8498,1,1.0,109.22,0.6794,1,1.0,71.96,0.6801,fast
data\test\Apple__Healthy\translation_Screen Shot 2018-06-08 at 5.01.22 PM.png,Apple__Healthy,light,448,426,197.99,599.42,147.05,0.0207,1,0.9073,42.31,0.8419,1,0.9999,169.22,0.6594,1,0.9992,106.15,0.6687,fast
data\test\Apple__Healthy\saltandpepper_Screen Shot 2018-06-08 at 5.11.52 PM.png,Apple__Healthy,light,374,410,139.75,3225.0,171.48,0.0513,1,0.9926,44.89,0.841,1,1.0,36.18,0.7038,1,1.0,179.14,0.6443,fast
data\test\Tomato__Healthy\freshTomato (251).jpg,Tomato__Healthy,light,224,224,13.25,220.22,118.9,0.0594,0,0.3463,111.05,-0.181,1,0.958,82.92,0.6882,1,0.9243,50.57,0.6873,balanced
data\test\Mango__Healthy\264.jpg,Mango__Healthy,heavy,224,224,3.18,33.91,137.86,0.0111,1,0.914,668.75,0.6328,1,1.0,1023.29,0.3744,1,1.0,1267.55,0.2811,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.45.50 PM.png,Apple__Rotten,light,280,220,86.18,353.27,145.35,0.044,1,0.6269,82.32,0.8285,1,1.0,138.3,0.6697,1,1.0,147.01,0.6551,fast
data\test\Orange__Healthy\translation_Screen Shot 2018-06-13 at 12.17.51 AM.png,Orange__Healthy,heavy,314,276,74.1,704.78,153.62,0.0157,1,0.9613,684.38,0.6276,1,1.0,1301.11,0.2816,1,1.0,1187.71,0.3078,fast
data\test\Pomegranate__Healthy\FreshPomegranate (119).jpg,Pomegranate__Healthy,light,1997,1757,390.37,20.07,129.36,0.0031,1,0.8586,71.45,0.8322,1,1.0,102.97,0.6815,1,0.9998,42.45,0.69,fast
data\test\Mango__Rotten\832.jpg,Mango__Rotten,heavy,224,224,6.22,91.27,98.78,0.0254,1,0.9926,709.82,0.6191,1,0.9999,1111.16,0.345,1,0.9997,1278.53,0.2774,fast
data\test\Mango__Rotten\981.jpg,Mango__Rotten,burst,224,224,5.56,70.17,104.53,0.0129,1,0.8662,336.13,0.7438,1,1.0,1818.73,0.1089,1,0.9999,1402.58,0.236,fast
data\test\Jujube__Healthy\FreshJujube (98).jpg,Jujube__Healthy,heavy,2104,2449,584.1,16.42,183.27,0.0007,1,0.7907,474.11,0.6978,1,0.9995,1086.41,0.3533,1,0.9998,1024.85,0.3621,fast
data\test\Mango__Rotten\rottenMango (229).jpg,Mango__Rotten,heavy,224,224,6.84,123.65,109.53,0.0311,1,0.993,581.42,0.662,1,1.0,1050.22,0.3654,1,0.9998,889.41,0.4073,fast
data\test\Potato__Rotten\rottenPotato (446).jpg,Potato__Rotten,burst,263,192,6.34,584.91,179.05,0.0771,1,0.8449,1355.71,0.4036,1,1.0,2552.99,0.0159,1,0.9999,4445.24,0.0041,fast
data\test\Banana__Rotten\rottenBanana (494).jpg,Banana__Rotten,light,224,224,3.1,65.72,145.57,0.0132,0,0.4946,195.39,-0.2092,1,1.0,27.59,0.7067,1,0.9996,119.46,0.6643,balanced
data\test\Mango__Healthy\733.jpg,Mango__Healthy,light,224,224,5.79,57.87,118.1,0.0152,1,0.9785,53.73,0.8381,1,1.0,67.02,0.6935,1,1.0,22.92,0.6965,fast
data\test\Orange__Rotten\saltandpepper_Screen Shot 2018-06-12 at 11.41.48 PM.png,Orange__Rotten,heavy,410,356,177.24,2230.18,149.54,0.0571,1,0.9982,807.55,0.5865,1,1.0,1139.25,0.3357,1,0.9998,996.18,0.3717,fast
data\test\Jujube__Rotten\RottenJujube (60).jpg,Jujube__Rotten,light,3117,2315,886.64,17.43,186.46,0.0007,1,0.6782,102.62,0.8218,1,0.9987,96.83,0.6836,1,0.9996,47.03,0.6884,fast
data\test\Carrot__Healthy\freshCarrot (380).jpg,Carrot__Healthy,light,100,100,3.85,2795.61,111.58,0.2778,0,0.3664,88.59,-0.1735,1,0.9918,98.35,0.683,1,0.9472,255.02,0.619,balanced
data\test\Jujube__Healthy\FreshJujube (166).jpg,Jujube__Healthy,heavy,2928,2957,1020.23,17.39,182.27,0.0004,1,0.8485,726.03,0.6137,1,0.9993,857.64,0.4296,1,0.9997,1239.57,0.2904,fast
data\test\Bellpepper__Rotten\rottenPepper (235).jpg,Bellpepper__Rotten,burst,275,183,6.21,461.41,216.77,0.0478,0,0.3927,1335.58,-0.5897,1,0.9913,210.06,0.6458,1,0.9846,1729.89,0.1268,balanced
data\test\Cucumber__Healthy\freshCucumber (377).jpg,Cucumber__Healthy,light,224,224,16.97,702.9,103.48,0.1078,1,0.8861,63.52,0.8348,1,0.9996,94.2,0.6844,1,0.9995,37.9,0.6915,fast
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-08 at 2.50.22 PM.png,Apple__Rotten,light,296,278,65.67,3143.21,203.94,0.0385,1,0.9843,66.72,0.8338,1,1.0,182.01,0.6551,1,0.998,180.28,0.644,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.26.07 PM.png,Banana__Rotten,light,564,378,166.34,503.82,144.54,0.0347,1,0.9965,14.9,0.8511,1,1.0,36.97,0.7035,1,0.9998,139.01,0.6577,fast
data\test\Banana__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 9.42.41 PM.png,Banana__Healthy,burst,530,392,103.25,398.21,191.36,0.0144,1,0.996,783.27,0.5946,1,1.0,2088.43,0.0189,1,1.0,2584.78,0.0041,fast
data\test\Tomato__Rotten\rottenTomato (120).jpg,Tomato__Rotten,light,213,209,84.85,505.47,189.56,0.0929,1,0.6524,93.91,0.8247,1,0.688,142.53,0.6683,1,0.8712,70.93,0.6805,fast
data\test\Bellpepper__Healthy\freshPepper (314).jpg,Bellpepper__Healthy,heavy,224,224,5.39,49.5,233.17,0.0102,0,0.4306,199.17,-0.2104,1,0.998,1085.84,0.3535,1,0.8736,529.01,0.5276,heavy
data\test\Bellpepper__Healthy\freshPepper (10).jpg,Bellpepper__Healthy,heavy,100,100,2.18,1213.95,170.59,0.0627,1,0.4811,630.69,0.6455,1,0.9993,1142.65,0.3345,1,0.934,1113.79,0.3324,fast
data\test\Orange__Rotten\Screen Shot 2018-06-12 at 11.23.40 PM.png,Orange__Rotten,burst,176,180,52.27,41.27,197.46,0.0274,1,0.5794,640.02,0.6424,1,1.0,991.19,0.3851,1,0.9999,2757.94,0.0041,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 8.58.53 PM.png,Banana__Rotten,heavy,376,324,87.23,595.47,165.89,0.0316,1,0.9936,663.51,0.6346,1,1.0,627.51,0.5064,1,0.9999,1158.25,0.3176,fast
data\test\Mango__Healthy\971.jpg,Mango__Healthy,heavy,224,224,5.86,61.63,103.79,0.0125,1,0.9722,924.66,0.5474,1,1.0,1361.29,0.2616,1,0.9999,1074.99,0.3454,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.00.12 PM.png,Apple__Healthy,burst,388,428,203.0,44.94,185.16,0.0156,1,0.9891,1007.39,0.5198,1,1.0,1502.01,0.2146,1,1.0,506.58,0.5351,heavy
data\test\Bellpepper__Rotten\rottenPepper (375).jpg,Bellpepper__Rotten,light,100,100,5.73,5478.05,159.87,0.1104,0,0.4333,183.94,-0.2054,1,0.7933,187.8,0.6532,1,0.9674,153.69,0.6528,balanced
data\test\Cucumber__Rotten\rottenCucumber (497).jpg,Cucumber__Rotten,burst,263,191,6.9,1608.01,146.04,0.08,0,0.4239,1013.39,-0.4822,1,0.9861,2504.44,0.0159,1,0.8897,3136.14,0.0041,balanced
data\test\Potato__Rotten\rottenPotato (142).jpg,Potato__Rotten,light,259,194,7.94,1701.15,113.48,0.0909,0,0.4549,21.78,-0.1512,1,0.5726,57.75,0.6966,1,0.8072,149.43,0.6543,balanced
data\test\Orange__Healthy\freshOrange (136).jpg,Orange__Healthy,heavy,3111,2868,941.42,14.47,174.19,0.0008,1,0.9496,780.7,0.5955,1,1.0,817.7,0.443,1,0.997,1048.86,0.3541,fast
data\test\Bellpepper__Healthy\freshPepper (278).jpg,Bellpepper__Healthy,light,224,224,14.32,276.19,100.84,0.1081,1,0.4577,42.59,0.8418,1,0.9996,133.58,0.6713,1,0.9986,106.15,0.6687,fast
data\test\Mango__Healthy\freshMango (87).png,Mango__Healthy,heavy,320,258,115.52,1464.56,119.76,0.0739,1,0.8999,442.09,0.7085,1,1.0,1100.83,0.3485,1,0.9844,1158.25,0.3176,fast
data\test\Orange__Rotten\rottenOrange (221).jpg,Orange__Rotten,light,500,434,355.2,46.97,138.3,0.0187,1,0.9998,9.72,0.8528,1,1.0,67.44,0.6934,1,1.0,101.77,0.6702,fast
data\test\Banana__Healthy\freshBanana (214).jpg,Banana__Healthy,heavy,224,224,4.62,250.99,144.97,0.0293,1,0.968,646.79,0.6402,1,1.0,1228.01,0.306,1,1.0,389.51,0.5741,fast
data\test\Strawberry__Rotten\593.jpg,Strawberry__Rotten,light,224,224,10.36,445.41,120.57,0.1061,1,0.9972,72.56,0.8318,1,1.0,175.12,0.6574,1,1.0,207.89,0.6348,fast
data\test\Banana__Healthy\Banana__Healthy_augmented_266.jpg,Banana__Healthy,light,224,224,3.85,273.58,119.19,0.009,1,0.4433,35.63,0.8441,1,1.0,135.99,0.6705,1,1.0,22.86,0.6965,fast
data\test\Mango__Healthy\freshMango (315).jpg,Mango__Healthy,heavy,224,224,3.47,104.05,143.62,0.0176,1,0.7246,814.43,0.5842,1,1.0,849.39,0.4324,1,0.9999,847.75,0.4212,fast
data\test\Jujube__Rotten\RottenJujube (110).jpg,Jujube__Rotten,burst,4003,2545,1612.76,70.74,199.1,0.001,0,0.1423,1017.26,-0.4835,1,0.996,991.19,0.3851,1,0.9746,1650.47,0.1533,balanced
data\test\Strawberry__Rotten\207.jpg,Strawberry__Rotten,light,224,224,4.09,106.54,138.26,0.0286,1,0.9363,58.3,0.8366,1,1.0,30.67,0.7056,1,1.0,153.69,0.6528,fast
data\test\Apple__Rotten\vertical_flip_Screen Shot 2018-06-07 at 2.43.26 PM.png,Apple__Rotten,heavy,478,426,197.46,33.88,170.83,0.014,1,0.9773,739.26,0.6093,1,1.0,1227.49,0.3062,1,0.9998,995.65,0.3719,fast
data\test\Strawberry__Rotten\425.jpg,Strawberry__Rotten,light,224,224,2.99,78.83,149.11,0.0068,1,0.9605,93.21,0.8249,1,1.0,87.75,0.6866,1,1.0,134.36,0.6593,fast
